INDEX,Gender,Brand,Fragrance,Top,Heart,Base,Description,Longevity,Seasonal Use,Occasion,Projection/Sillage,Price,Rating,Overview
47,Men,Maison Francis Kurkdjian,Amyris Homme,"Mandarin, Rosemary","Amyris, Coffee","Tonka bean, Vanilla","A fresh and woody fragrance with a hint of coffee, perfect for everyday wear.",Moderate,Spring & Summer,Casual (All),Moderate,Exorbitant,4.1,"Men,Maison Francis Kurkdjian,Amyris Homme,Mandarin, Rosemary,Amyris, Coffee,Tonka bean, Vanilla,A fresh and woody fragrance with a hint of coffee, perfect for everyday wear.,Moderate,Spring & Summer,Casual (All),Moderate,Exorbitant,4.1"
48,Men,Maison Francis Kurkdjian,Amyris Homme,"Rosemary, mandarin orange, bergamot","Coffee, iris, tonka bean","Amber, woodsy notes","A warm and spicy fragrance with notes of rosemary, coffee, and tonka bean.",Moderate to long-lasting,Spring & Summer,All,Moderate to Strong,Exorbitant,4.3,"Men,Maison Francis Kurkdjian,Amyris Homme,Rosemary, mandarin orange, bergamot,Coffee, iris, tonka bean,Amber, woodsy notes,A warm and spicy fragrance with notes of rosemary, coffee, and tonka bean.,Moderate to long-lasting,Spring & Summer,All,Moderate to Strong,Exorbitant,4.3"
49,Women,Givenchy,Ange ou Démon,"Mandarin, Saffron, Thyme","Maxillaria Orchid, Lily, Ylang-Ylang","Vanilla, Tonka Bean, Palisander Rosewood",Ange ou Démon is a seductive and mysterious fragrance that exudes elegance and sensuality. Perfect for evening wear.,Moderate,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6,"Women,Givenchy,Ange ou Démon,Mandarin, Saffron, Thyme,Maxillaria Orchid, Lily, Ylang-Ylang,Vanilla, Tonka Bean, Palisander Rosewood,Ange ou Démon is a seductive and mysterious fragrance that exudes elegance and sensuality. Perfect for evening wear.,Moderate,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6"
50,Women,Thierry Mugler,Angel,"Bergamot, Melon, Coconut, Mandarin Orange, Jasmine, Cassia, Cotton Candy, Pineapple, Caraway","Red Berries, Honey, Apricot, Blackberry, Plum, Orchid, Peach, Jasmine, Lily-of-the-Valley, Rose","Tonka Bean, Amber, Patchouli, Musk, Vanilla, Dark Chocolate, Caramel","This iconic fragrance is a sweet and fruity scent with a hint of chocolate and caramel, perfect for the woman who loves a unique and memorable fragrance.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6,"Women,Thierry Mugler,Angel,Bergamot, Melon, Coconut, Mandarin Orange, Jasmine, Cassia, Cotton Candy, Pineapple, Caraway,Red Berries, Honey, Apricot, Blackberry, Plum, Orchid, Peach, Jasmine, Lily-of-the-Valley, Rose,Tonka Bean, Amber, Patchouli, Musk, Vanilla, Dark Chocolate, Caramel,This iconic fragrance is a sweet and fruity scent with a hint of chocolate and caramel, perfect for the woman who loves a unique and memorable fragrance.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6"
51,Women,Victoria's Secret,Angel,"Juicy raspberry, Velvet woods, Crème anglaise","Gardenia petals, Star anise, Jasmine","Warm amber, Musk, Vanilla",A sweet and indulgent fragrance that blends fruity and floral notes with a rich vanilla base.,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Expensive,4.6,"Women,Victoria's Secret,Angel,Juicy raspberry, Velvet woods, Crème anglaise,Gardenia petals, Star anise, Jasmine,Warm amber, Musk, Vanilla,A sweet and indulgent fragrance that blends fruity and floral notes with a rich vanilla base.,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Expensive,4.6"
52,Women,Thierry Mugler,Angel Eau Croisiere,"Pineapple Sorbet, Red Berries","Palm Leaf, Floral Notes","Tonka Bean, White Musk","Angel Eau Croisiere is a limited edition fragrance that captures the essence of a tropical vacation, with a fruity and floral scent that is both refreshing and relaxing.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Women,Thierry Mugler,Angel Eau Croisiere,Pineapple Sorbet, Red Berries,Palm Leaf, Floral Notes,Tonka Bean, White Musk,Angel Eau Croisiere is a limited edition fragrance that captures the essence of a tropical vacation, with a fruity and floral scent that is both refreshing and relaxing.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
53,Women,Thierry Mugler,Angel Eau Sucree,"Red Fruits, Sorbet","Caramel, Patchouli","Vanilla, Meringue",Angel Eau Sucree is a sweet and indulgent fragrance that is perfect for those who love dessert-inspired scents.,Long-lasting,Spring & Summer,Formal (Evening),Heavy,Exorbitant,4.4,"Women,Thierry Mugler,Angel Eau Sucree,Red Fruits, Sorbet,Caramel, Patchouli,Vanilla, Meringue,Angel Eau Sucree is a sweet and indulgent fragrance that is perfect for those who love dessert-inspired scents.,Long-lasting,Spring & Summer,Formal (Evening),Heavy,Exorbitant,4.4"
54,Women,Thierry Mugler,Angel Muse,"Grapefruit, Pink Pepper","Hazelnut Cream, Rose, Vetiver","Patchouli, Vanilla","Angel Muse is a gourmand fragrance that is both sweet and spicy, with notes of hazelnut and vanilla that add warmth and depth.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4,"Women,Thierry Mugler,Angel Muse,Grapefruit, Pink Pepper,Hazelnut Cream, Rose, Vetiver,Patchouli, Vanilla,Angel Muse is a gourmand fragrance that is both sweet and spicy, with notes of hazelnut and vanilla that add warmth and depth.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4"
55,Women,Thierry Mugler,Angel Muse Eau de Toilette,"Grapefruit, Pink Peppercorn","Hazelnut Cream, Rose","Vetiver, Patchouli","Angel Muse Eau de Toilette is a lighter version of the original Angel Muse fragrance, with a fresh and fruity scent that is perfect for warmer weather.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Women,Thierry Mugler,Angel Muse Eau de Toilette,Grapefruit, Pink Peppercorn,Hazelnut Cream, Rose,Vetiver, Patchouli,Angel Muse Eau de Toilette is a lighter version of the original Angel Muse fragrance, with a fresh and fruity scent that is perfect for warmer weather.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
56,Men,Le Labo,AnOther 13,"Ambroxan, Jasmine, Moss","Ambrette Seeds, Pear, Musk","Musk, Amber, Woody Notes","This fragrance features notes of ambroxan, jasmine, and moss, with heart notes of ambrette seeds, pear, and musk, and a base of musk, amber, and woody notes. It's a unisex fragrance that's fresh, clean, and easy to wear.",Long-lasting,All Seasons,All,Moderate,Exorbitant,4.2,"Men,Le Labo,AnOther 13,Ambroxan, Jasmine, Moss,Ambrette Seeds, Pear, Musk,Musk, Amber, Woody Notes,This fragrance features notes of ambroxan, jasmine, and moss, with heart notes of ambrette seeds, pear, and musk, and a base of musk, amber, and woody notes. It's a unisex fragrance that's fresh, clean, and easy to wear.,Long-lasting,All Seasons,All,Moderate,Exorbitant,4.2"
57,Men,Chanel,Antaeus,"Lemon, Sage","Myrrh, Patchouli","Oakmoss, Labdanum","A powerful and masculine fragrance with a blend of fresh and earthy notes, suitable for evening wear.",Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.4,"Men,Chanel,Antaeus,Lemon, Sage,Myrrh, Patchouli,Oakmoss, Labdanum,A powerful and masculine fragrance with a blend of fresh and earthy notes, suitable for evening wear.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.4"
58,Women,Jul et Mad,Aqua Sextius,"Lemon, bergamot, blackcurrant bud","Jasmine, lily of the valley, rose, fig","Cedarwood, musk, amber, caramel, vanilla",A fresh and floral fragrance with a hint of sweetness,Moderate to long-lasting,Spring & Summer,Casual (All),Moderate,Expensive,4.3,"Women,Jul et Mad,Aqua Sextius,Lemon, bergamot, blackcurrant bud,Jasmine, lily of the valley, rose, fig,Cedarwood, musk, amber, caramel, vanilla,A fresh and floral fragrance with a hint of sweetness,Moderate to long-lasting,Spring & Summer,Casual (All),Moderate,Expensive,4.3"
59,Unisex,Maison Francis Kurkdjian,Aqua Universalis,"Bergamot, lemon, lily of the valley","White flowers, hedione","Light musk, woods","A fresh and airy fragrance, Aqua Universalis from Maison Francis Kurkdjian is a unisex scent that features notes of bergamot and lemon for a bright, citrusy opening. The heart reveals delicate white flowers and hedione, a synthetic molecule that mimics the scent of jasmine. The dry down features light musk and woods, creating a subtle and clean fragrance that can be worn year-round. This is a perfect scent for those who love fresh, clean fragrances that are not overpowering.",Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.3,"Unisex,Maison Francis Kurkdjian,Aqua Universalis,Bergamot, lemon, lily of the valley,White flowers, hedione,Light musk, woods,A fresh and airy fragrance, Aqua Universalis from Maison Francis Kurkdjian is a unisex scent that features notes of bergamot and lemon for a bright, citrusy opening. The heart reveals delicate white flowers and hedione, a synthetic molecule that mimics the scent of jasmine. The dry down features light musk and woods, creating a subtle and clean fragrance that can be worn year-round. This is a perfect scent for those who love fresh, clean fragrances that are not overpowering.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.3"
60,Unisex,Maison Francis Kurkdjian,Aqua Universalis,"Bergamot, Lemon, Lily of the Valley","Orange Blossom, Hedione","Musk, Ambroxan",A fresh and floral fragrance with a musky base. Suitable for daytime wear in spring and summer.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.3,"Unisex,Maison Francis Kurkdjian,Aqua Universalis,Bergamot, Lemon, Lily of the Valley,Orange Blossom, Hedione,Musk, Ambroxan,A fresh and floral fragrance with a musky base. Suitable for daytime wear in spring and summer.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.3"
61,Men,Maison Francis Kurkdjian,Aqua Universalis Forte,"Bergamot, Lemon","Lily of the valley, White blossom","Musk, Wood","A fresh and clean fragrance with notes of citrus and white flowers, perfect for everyday wear.",Long-lasting,Spring & Summer,Casual (All),Moderate,Exorbitant,3.6,"Men,Maison Francis Kurkdjian,Aqua Universalis Forte,Bergamot, Lemon,Lily of the valley, White blossom,Musk, Wood,A fresh and clean fragrance with notes of citrus and white flowers, perfect for everyday wear.,Long-lasting,Spring & Summer,Casual (All),Moderate,Exorbitant,3.6"
62,Men,Bvlgari,Aqva Amara,"Sicilian Mandarin, Neroli, Watery Notes","Olibanum, Patchouli, Seaweed","Indonesian Patchouli, Woody Notes",A citrusy and marine fragrance that's perfect for the beach. The notes of mandarin and neroli give it a refreshing and invigorating scent.,Moderate,Summer,Casual (Daytime),Moderate,Exorbitant,4.6,"Men,Bvlgari,Aqva Amara,Sicilian Mandarin, Neroli, Watery Notes,Olibanum, Patchouli, Seaweed,Indonesian Patchouli, Woody Notes,A citrusy and marine fragrance that's perfect for the beach. The notes of mandarin and neroli give it a refreshing and invigorating scent.,Moderate,Summer,Casual (Daytime),Moderate,Exorbitant,4.6"
63,Men,Bvlgari,Aqva Atlantiqve,"Calabrian Bergamot, Sicilian Lemon, Water Notes","Sea Amber, Vetiver, Sandalwood","Patchouli, Benzoin, Sage",A fresh and marine fragrance that's perfect for a day at the beach. The notes of bergamot and lemon give it a zesty and refreshing scent.,Moderate,Summer,Casual (Daytime),Moderate,Expensive,4.5,"Men,Bvlgari,Aqva Atlantiqve,Calabrian Bergamot, Sicilian Lemon, Water Notes,Sea Amber, Vetiver, Sandalwood,Patchouli, Benzoin, Sage,A fresh and marine fragrance that's perfect for a day at the beach. The notes of bergamot and lemon give it a zesty and refreshing scent.,Moderate,Summer,Casual (Daytime),Moderate,Expensive,4.5"
64,Women,Bvlgari,Aqva Divina,"Bergamot, Salt crystals","Red ginger, Magnolia","Amber, Quince",A salty and sensual fragrance that transports you to the depths of the sea.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.1,"Women,Bvlgari,Aqva Divina,Bergamot, Salt crystals,Red ginger, Magnolia,Amber, Quince,A salty and sensual fragrance that transports you to the depths of the sea.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.1"
65,Men,Bvlgari,Aqva Divina,"Bergamot, Salt Crystals, Ginger","Magnolia, Quince, Hibiscus","Amber, Beeswax, Vetiver",A fresh and floral fragrance that's perfect for the summer. The notes of bergamot and ginger give it a zesty and refreshing scent.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4,"Men,Bvlgari,Aqva Divina,Bergamot, Salt Crystals, Ginger,Magnolia, Quince, Hibiscus,Amber, Beeswax, Vetiver,A fresh and floral fragrance that's perfect for the summer. The notes of bergamot and ginger give it a zesty and refreshing scent.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4"
66,Men,Bvlgari,Aqva Pour Homme,"Mandarin, Petitgrain, Santolina","Posidonia, Mineral Amber, Clary Sage","Mineral Musk, Woody Notes",A fresh and aquatic fragrance that's perfect for the summer. The notes of mandarin and petitgrain give it a zesty and refreshing scent.,Moderate,Summer,Casual (Daytime),Moderate,Expensive,4.5,"Men,Bvlgari,Aqva Pour Homme,Mandarin, Petitgrain, Santolina,Posidonia, Mineral Amber, Clary Sage,Mineral Musk, Woody Notes,A fresh and aquatic fragrance that's perfect for the summer. The notes of mandarin and petitgrain give it a zesty and refreshing scent.,Moderate,Summer,Casual (Daytime),Moderate,Expensive,4.5"
67,Women,Perris Monte Carlo,Arancia di Sicilia,"Orange, Tangerine, Grapefruit","Neroli, Petitgrain, Jasmine, Rose","Musk, Vetiver, Amber","An aromatic citrus fragrance inspired by the hills of Sicily. The fragrance is characterized by a blend of Italian and Tunisian citrus, which is fused with a subtle mix of floral and earthy notes.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Women,Perris Monte Carlo,Arancia di Sicilia,Orange, Tangerine, Grapefruit,Neroli, Petitgrain, Jasmine, Rose,Musk, Vetiver, Amber,An aromatic citrus fragrance inspired by the hills of Sicily. The fragrance is characterized by a blend of Italian and Tunisian citrus, which is fused with a subtle mix of floral and earthy notes.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
68,Women,Ariana Grande,Ari,"Pear, Pink Grapefruit, Raspberry","Lily-of-the-Valley, Rose Buds, Vanilla Orchid","Musk, Woody Notes, Marshmallow","Ari by Ariana Grande is a sweet and floral fragrance that's perfect for everyday wear. With notes of pear, pink grapefruit, and raspberry, it's a fruity scent that's balanced out by floral heart notes and a base of musk and woods.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6,"Women,Ariana Grande,Ari,Pear, Pink Grapefruit, Raspberry,Lily-of-the-Valley, Rose Buds, Vanilla Orchid,Musk, Woody Notes, Marshmallow,Ari by Ariana Grande is a sweet and floral fragrance that's perfect for everyday wear. With notes of pear, pink grapefruit, and raspberry, it's a fruity scent that's balanced out by floral heart notes and a base of musk and woods.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6"
69,Men,Penhaligon's,Artemisia,"Nectarine, Green Foliage, Green Apple, Lily-Of-The-Valley","Tea, Violet, Vanilla, Cyclamen","Oakmoss, Musk, Sandalwood","Artemisia is a fresh and fruity fragrance with notes of nectarine and green foliage. The heart of the fragrance is composed of tea, violet, vanilla, and cyclamen. The base notes include oakmoss, musk, and sandalwood.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.1,"Men,Penhaligon's,Artemisia,Nectarine, Green Foliage, Green Apple, Lily-Of-The-Valley,Tea, Violet, Vanilla, Cyclamen,Oakmoss, Musk, Sandalwood,Artemisia is a fresh and fruity fragrance with notes of nectarine and green foliage. The heart of the fragrance is composed of tea, violet, vanilla, and cyclamen. The base notes include oakmoss, musk, and sandalwood.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.1"
70,Unisex,Maison Margiela,At The Barber's,"Bergamot, Lavender, Basil","Tonka Bean, Leather, White Musk","Guaiac Wood, Amber, Vanilla",A unisex fragrance with an aromatic and woody profile that evokes the atmosphere of a traditional barbershop.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Unisex,Maison Margiela,At The Barber's,Bergamot, Lavender, Basil,Tonka Bean, Leather, White Musk,Guaiac Wood, Amber, Vanilla,A unisex fragrance with an aromatic and woody profile that evokes the atmosphere of a traditional barbershop.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
71,Women,Salvatore Ferragamo,Attimo,"Nashi pear, Kumquat, Lotus","Peony, Gardenia, Jasmine","Patchouli, Musk, Virginia cedar",Attimo is a sensual and sophisticated fragrance that captures the moment of pure bliss. The scent is fresh and floral with a touch of warmth from the musk and cedar.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4,"Women,Salvatore Ferragamo,Attimo,Nashi pear, Kumquat, Lotus,Peony, Gardenia, Jasmine,Patchouli, Musk, Virginia cedar,Attimo is a sensual and sophisticated fragrance that captures the moment of pure bliss. The scent is fresh and floral with a touch of warmth from the musk and cedar.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4"
72,Women,Thierry Mugler,Aura,"Rhubarb Leaf, Bergamot","Orange Blossom, Green Notes, Ylang-Ylang","Bourbon Vanilla, Wolfwood","This fragrance is inspired by the power of nature, with a blend of botanical and woody notes that create a fresh and earthy scent.",Moderate,All Seasons,All,Moderate,Exorbitant,4.3,"Women,Thierry Mugler,Aura,Rhubarb Leaf, Bergamot,Orange Blossom, Green Notes, Ylang-Ylang,Bourbon Vanilla, Wolfwood,This fragrance is inspired by the power of nature, with a blend of botanical and woody notes that create a fresh and earthy scent.,Moderate,All Seasons,All,Moderate,Exorbitant,4.3"
