Gender,Brand,Fragrance,Top,Heart,Base,Description,Rating,Longevity,Seasonal Use,Occasion,Price,Projection/Sillage
Women,Bvlgari,Eau Parfumée au Thé Blanc,"Artemisia, Pepper","White tea, Musk",Woody notes,A delicate and refreshing fragrance that blends the subtle notes of white tea with a woody base.,4.5,Moderate,All Seasons,Casual (Daytime),$$$,Moderate
Men,Bvlgari,Man,"Bergamot, Violet, Lotus","Vetiver, Woodsy Notes, Sandalwood","Amber, Musk, Honey","A woody and spicy fragrance that's sophisticated and elegant, yet not overpowering.",4.5,Moderate,All Seasons,All,$$,Moderate
Men,Bvlgari,Man in Black,"Rum, Spices, Tobacco","Leather, Tuberose, Iris","Benzoin, Tonka Bean, Guaiac Wood","A bold and intense fragrance that's perfect for a night out. The blend of rum, spices, and leather give it a warm and seductive aroma.",4.6,Long-lasting,Fall & Winter,Casual (Evening),$$$,Heavy
Men,Bvlgari,Pour Homme,"Darjeeling Tea, Bergamot, Orange Blossom","Pepper, Coriander, Cardamom","Amber, Musk, Woodsy Notes",A fresh and light fragrance that's perfect for everyday wear. The notes of tea and bergamot give it a clean and refreshing scent.,4.4,Moderate,All Seasons,All,$$,Moderate
Men,Bvlgari,Aqva Pour Homme,"Mandarin, Petitgrain, Santolina","Posidonia, Mineral Amber, Clary Sage","Mineral Musk, Woody Notes",A fresh and aquatic fragrance that's perfect for the summer. The notes of mandarin and petitgrain give it a zesty and refreshing scent.,4.5,Moderate,Summer,Casual (Daytime),$$,Moderate
Men,Bvlgari,Aqva Amara,"Sicilian Mandarin, Neroli, Watery Notes","Olibanum, Patchouli, Seaweed","Indonesian Patchouli, Woody Notes",A citrusy and marine fragrance that's perfect for the beach. The notes of mandarin and neroli give it a refreshing and invigorating scent.,4.6,Moderate,Summer,Casual (Daytime),$$$,Moderate
Men,Bvlgari,Man Wood Essence,"Coriander, Cypress, Vetiver","Cedar, Ambergris, Benzoin","Leather, Tonka Bean, Musk",A woody and earthy fragrance that's perfect for the outdoors. The notes of cypress and vetiver give it a fresh and natural scent.,4.4,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Men,Bvlgari,Aqva Atlantiqve,"Calabrian Bergamot, Sicilian Lemon, Water Notes","Sea Amber, Vetiver, Sandalwood","Patchouli, Benzoin, Sage",A fresh and marine fragrance that's perfect for a day at the beach. The notes of bergamot and lemon give it a zesty and refreshing scent.,4.5,Moderate,Summer,Casual (Daytime),$$,Moderate
Men,Bvlgari,Man Glacial Essence,"Juniper Berry, Ginger, Geranium","Ice Accord, Artemisia, Ginkgo Biloba","Musk, Woody Notes, Cedarwood",A fresh and icy fragrance that's perfect for the winter. The notes of juniper berry and ginger give it a spicy and invigorating scent.,4.3,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Men,Bvlgari,Aqva Divina,"Bergamot, Salt Crystals, Ginger","Magnolia, Quince, Hibiscus","Amber, Beeswax, Vetiver",A fresh and floral fragrance that's perfect for the summer. The notes of bergamot and ginger give it a zesty and refreshing scent.,4.4,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Men,Bvlgari,Man Black Cologne,"Citrusy, aquatic","Spicy, floral, tobacco","Woody, amber, musky","Bvlgari Man Black Cologne is a fresh and masculine fragrance that opens with citrusy and aquatic notes. The heart notes of spicy, floral, and tobacco add a sophisticated and elegant twist, while the base notes of woody, amber, and musky give the fragrance a warm and sensual finish.",4.3,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Unisex,By Rosie Jane,Sunday Brunch,"Bergamot, Petitgrain, Lemon","Jasmine, Neroli, Orange Blossom","Musk, Vanilla, Sandalwood","A fresh and light fragrance with a citrusy opening of bergamot, petitgrain and lemon, and a warm base of musk, vanilla and sandalwood.",4.0,Moderate,Spring & Summer,Casual (All),$$,Moderate
Men,Byredo,Gypsy Water,"Bergamot, Lemon, Pepper","Pine Needles, Incense, Orris","Sandalwood, Vanilla, Amber","A unisex fragrance inspired by the Romany lifestyle with fresh and citrusy top notes, woody heart notes, and a warm and sweet base.",4.5,Moderate,Spring & Summer,Casual (All),$$$,Moderate
Men,Byredo,Mojave Ghost,"Ambrette, Jamaican Nesberry","Violet, Sandalwood, Magnolia","Cedarwood, Chantilly Musk, Crisp Amber","A desert-inspired scent that's fresh and aromatic, with a unique blend of florals and woody notes.",4.2,Moderate,Spring & Summer,Casual (All),$$$,Moderate
Men,Byredo,Bal d'Afrique,"Bergamot, Lemon, Neroli","African Marigold, Violet, Cyclamen","Black Amber, Musk, Vetiver","An exotic and vibrant fragrance that captures the spirit of the African continent with its bright and sunny top notes, floral heart, and woody base.",4.4,Moderate,Spring & Summer,Casual (All),$$$,Moderate
Men,Byredo,Rose of No Man's Land,"Pink Pepper, Turkish Rose Petals","Raspberry Blossom, Turkish Rose Absolute","Papyrus, White Amber","A floral fragrance that's soft and gentle, with a delicate rose scent and a warm and woody base.",4.1,Moderate,Spring & Fall,Casual (All),$$$,Moderate
Men,Byredo,Super Cedar,"Rose Petals, Virginia Cedarwood","Silk Musk, Haitian Vetiver, Texas Cedarwood","Cashmeran, Cedarwood","A fresh and woody fragrance that's inspired by the scent of a cedarwood forest, with a mix of floral and musky notes.",4.2,Moderate,Spring & Fall,Casual (All),$$$,Moderate
Men,Byredo,Oud Immortel,"Limoncello, Incense, Cardamom","Brazilian Rosewood, Papyrus, Patchouli","Moss, Tobacco Leaves, Leather","A rich and smoky fragrance that's centered around the rare oud wood, with spicy and earthy notes.",4.1,Moderate,Fall & Winter,Casual (Daytime),$$$,Moderate
Men,Byredo,Sunday Cologne,"Bergamot, Cardamom, Star Anise","Geranium, Incense, Lavender","Vetiver, Moss, Patchouli","A classic cologne scent that's fresh and clean, with a mix of spicy and herbal notes.",4.3,Moderate,Spring & Summer,Casual (All),$$,Moderate
Men,Byredo,Pulp,"Bergamot, Cardamom, Blackcurrant","Fig, Red Apple, Tiare Flower","Cedarwood, Praline, Peach Flower","A fruity and sweet fragrance that's inspired by the flavors of a summer fruit basket, with a mix of juicy and creamy notes.",4.1,Moderate,Fall & Winter,Casual (All),$$,Moderate
Men,Byredo,Bibliothèque,"Peach, Plum, Violet","Peony, Patchouli, Leather Accord","Vanilla, Musk, Birchwood","A warm and cozy fragrance that's inspired by the scent of a library, with a mix of floral and woody notes.",4.2,Moderate,Fall & Winter,Formal (All),$$$,Moderate
Men,Byredo,Black Saffron,"Pomelo, Juniper Berries, Saffron","Black Violet, Leather Accord","Blonde Woods, Raspberry, Vetiver","A warm and spicy fragrance that's centered around the rare black saffron spice, with a mix of fruity and woody notes.",4.3,Long-lasting,Fall & Winter,Casual (Evening),$$$,Moderate
Unisex,Byredo,Gypsy Water,"Bergamot, Lemon, Pepper","Incense, Pine Needles, Orris","Sandalwood, Vanilla, Amber",A woody and aromatic fragrance with a fresh and spicy character. It is a unisex fragrance that evokes the spirit of adventure and wanderlust.,4.2,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Unisex,Byredo,Gypsy Water,"Lemon, Pepper, Juniper Berries","Pine Needles, Orris Root, Incense","Amber, Sandalwood, Vanilla","A fresh and earthy fragrance with a mix of citrus, woods, and spices. It is inspired by the Romani lifestyle and their love for nature.",4.1,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Unisex,Byredo,Bal d'Afrique,"Bergamot, Lemon, Neroli","African marigold, Jasmine, Violet","Black amber, Musk, Vetiver",An aromatic and woody fragrance with a mix of warm and cold notes inspired by African culture,4.2,Moderate to long-lasting,Spring & Summer,Casual (All),$$,Moderate projection
Unisex,Byredo,Mojave Ghost,"Ambrette, Sapodilla, Magnolia, Sandalwood, Violet","Ambergris, Cedarwood, Chantilly Musk, Crisp Amber, Jasmine","Amber, Sandalwood, Magnolia, Violet, Cedarwood","Mojave Ghost is a beautiful and unique fragrance that captures the essence of the desert with its woody, floral, and musky accords. It is light, airy, and perfect for any occasion.",4.2,Moderate to long-lasting,Spring & Summer,Casual (All),$$$,Moderate projection
Unisex,Byredo,Pulp,"Bergamot, Black Currant, Cardamom, Fig, Red Apple","Fig, Lily-of-the-Valley, Tiare Flower","Cedar, Praline, Vetiver","A unisex fragrance with a fruity opening of bergamot, black currant, cardamom, fig, and red apple, followed by a floral heart of fig, lily-of-the-valley, and tiare flower, and finished with cedar, praline, and vetiver.",4.2,Moderate to long-lasting,Spring & Summer,Casual (All),$,Moderate
Unisex,Byredo,Sunday Cologne,"Bergamot, Star Anise, Cardamom","Lavender, Incense, Geranium","Vetiver, Moss, Patchouli",A bright and refreshing cologne with a woody and musky base.,4.3,Moderate to long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate
Men,Byredo,Bullion,"Pink pepper, Black plum, Osmanthus","Leather accord, Magnolia, Ylang-ylang","Amber, Sandalwood, Vetiver",A warm and spicy scent that features a unique blend of leather and florals.,4.4,Long-lasting,Fall & Winter,Formal (Evening),$$$,Moderate to Heavy
Women,Calvin Klein,Euphoria,"Pomegranate, persimmon, green notes","Lotus blossom, black orchid, champaca flower","Black violet, liquid amber, mahogany wood","A rich, exotic floral scent with a woody, oriental twist",4.6,Moderate to long-lasting,Fall & Winter,Casual (Evening),$$,Strong
Women,Calvin Klein,Obsession,"Mandarin, bergamot, vanilla","Jasmine, orange blossom, exotic spices","Oakmoss, musk, amber","A warm, spicy, and floral scent that is both sexy and alluring",4.5,Long-lasting,Fall & Winter,Casual (Evening),$$,Heavy
Women,Calvin Klein,One,"Bergamot, lemon, pineapple","Jasmine, rose, violet","Amber, musk, oakmoss","A fresh, clean, and gender-neutral scent that is perfect for everyday wear",4.3,Moderate,Spring & Summer,All,$,Moderate
Women,Calvin Klein,Downtown,"Italian cedrat, bergamot, Tunisian neroli, green pear","Pink peppercorn, violet leaf, gardenia petals","Texas cedarwood, incense, vetiver",A feminine and sophisticated scent that is both elegant and modern,4.4,Moderate to long-lasting,Fall & Winter,Casual (Daytime),$$,Moderate
Women,Calvin Klein,Eternity,"Citrus, green notes, freesia","Violet, lily of the valley, carnation","Heliotrope, sandalwood, musk",A classic floral scent that is timeless and romantic,4.6,Long-lasting,Spring & Summer,Casual (All),$$,Moderate
Women,Calvin Klein,Be,"Bergamot, juniper berry, mandarin, mint","Lavender, magnolia, peach, sandalwood","Amber, musk, opoponax, tonka bean","A unisex scent that is both fresh and woody, perfect for any occasion",4.4,Moderate,Spring & Summer,Casual (All),$$,Moderate
Women,Calvin Klein,Reveal,"Salt, pink pepper, black pepper","White pepper, iris, ambergris","Sandalwood, musk, cashmeran",A sensual and feminine scent that is both spicy and floral,4.3,Moderate to long-lasting,Fall & Winter,Casual (Evening),$$$,Moderate
Women,Calvin Klein,Beauty,"Ambrette seed, jasmine, cedarwood","Lily of the valley, neo-lily, ambrox","Musk, ambrette, cedarwood",A floral and musky scent that is both elegant and sophisticated,4.6,Moderate to long-lasting,Fall & Winter,Formal (Daytime),$$$,Moderate
Women,Calvin Klein,Escape,"Chamomile, apple, ylang-ylang","Jasmine, lily of the valley, rose","Sandalwood, vetiver, musk, vanilla","A fresh, romantic floral scent that evokes a sense of escape and freedom",4.5,Long-lasting,Spring & Summer,Casual (All),$$,Moderate
Women,Calvin Klein,Sheer Beauty,"Peach bellini, red berries, bergamot","Jasmine, peony, lily","Vanilla, musk, sandalwood",A light and fruity floral scent that is perfect for summer,4.4,Moderate to long-lasting,Spring & Summer,Casual (All),$$,Moderate
Men,Calvin Klein,One,"Pineapple, Green Notes","Lily of the Valley, Nutmeg","Musk, Cedarwood",A refreshing and light fragrance that is perfect for everyday wear.,4.5,Moderate,All Seasons,Casual (Daytime),$,Moderate
Men,Calvin Klein,Eternity for Men,"Mandarin, Lavender","Basil, Geranium","Sandalwood, Vetiver, Musk","A classic fragrance with fresh, spicy and woody notes. Perfect for any occasion.",4.4,Moderate,All Seasons,All,$$,Moderate
Men,Calvin Klein,Obsession for Men,"Bergamot, Lavender","Myrrh, Spices","Patchouli, Amber",A warm and spicy fragrance that is perfect for the evening.,4.5,Long-lasting,Fall & Winter,Casual (Evening),$$,Heavy
Men,Calvin Klein,Be,"Bergamot, Juniper Berry","Lavender, Mint","Musk, Amber","A unisex fragrance that is fresh and clean, perfect for casual everyday wear.",4.3,Moderate,All Seasons,All,$,Moderate
Men,Calvin Klein,Encounter,"Mandarin, Cardamom","Rum, Pepper","Patchouli, Agarwood",A masculine and intense fragrance with spicy and woody notes. Perfect for a night out.,4.0,Moderate,Fall & Winter,Casual (Evening),$$,Heavy
Men,Calvin Klein,Euphoria for Men,"Ginger, Pepper","Black Basil, Sage","Patchouli, Suede",A woody and oriental fragrance that is both fresh and spicy. Perfect for a night out.,4.5,Long-lasting,Fall & Winter,Casual (Evening),$$,Heavy
Men,Calvin Klein,Free,"Star Anise, Juniper Berry","Suede, Tobacco Leaf","Coffee, Patchouli, Oakmoss","A modern and masculine fragrance with fresh, spicy and woody notes. Perfect for casual wear.",4.3,Moderate,All Seasons,All,$,Moderate
Men,Calvin Klein,Eternity Aqua for Men,"Cucumber, Citrus","Sichuan Pepper, Mirabelle","Patchouli, Musk, Sandalwood",A modern and aquatic fragrance that is fresh and vibrant. Perfect for any occasion.,4.2,Moderate,Spring & Summer,All,$$,Moderate
Men,Calvin Klein,All,"Mandarin, Bergamot","Paradisone, Lily of Valley","Amber, Musk",A unisex fragrance with fresh and citrusy notes. Perfect for casual everyday wear.,4.0,Moderate,All Seasons,All,$,Moderate
Men,Calvin Klein,Obsessed for Men,"Grapefruit, Sichuan Pepper","Cedar Leaf, Black Cardamom","Leather, Patchouli, Vanilla",A warm and woody fragrance with spicy and floral notes. Perfect for a night out.,4.3,Moderate,All Seasons,All,$$,Moderate
Women,Carolina Herrera,Good Girl,"Almond, Coffee","Jasmine Sambac, Tuberose","Tonka Bean, Cocoa, Vanilla","An oriental floral fragrance, with a mix of light and dark elements, inspired by Herrera's dual nature of elegance and irreverence.",4.7,Long-lasting,Fall & Winter,Casual (Evening),$$$,Heavy
Women,Carolina Herrera,212 VIP,"Passionfruit, Rum","Gardenia, Musk","Vanilla, Tonka Bean","A fruity floral fragrance, inspired by the energy of New York City nightlife.",4.6,Moderate to long-lasting,Fall & Winter,Formal (Daytime),$$,Moderate
Women,Carolina Herrera,212,"Orange Blossom, Mandarin","Gardenia, Camellia","Sandalwood, White Musk","A floral woody musk fragrance, with a modern and urban sensibility, inspired by the energy of New York City.",4.4,Moderate to long-lasting,Spring & Fall,Formal (Daytime),$$,Moderate
Women,Carolina Herrera,CH,"Bergamot, Lemon","Jasmine, Rose","Vanilla, Praline","A floral oriental fragrance, with a mix of fresh and sweet notes, inspired by the CH Carolina Herrera fashion line.",4.3,Moderate to long-lasting,All Seasons,Casual (Daytime),$$,Moderate
Women,Carolina Herrera,CH Be,"Bergamot, Grapefruit","Jasmine, Nutmeg","Leather, Amber","A woody spicy fragrance, with a mix of fresh and warm notes, inspired by the modern and spontaneous man.",4.3,Moderate to long-lasting,All Seasons,Casual (Daytime),$$,Moderate
Women,Carolina Herrera,212 Sexy,"Mandarin, Bergamot","Gardenia, Pepper","Sandalwood, Vanilla","A spicy floral fragrance, with a mix of fresh and warm notes, inspired by the sensuality and glamour of New York City.",4.2,Long-lasting,Fall & Winter,Casual (Evening),$$,Heavy
Women,Carolina Herrera,CH Privée,"Red Pepper, Grapefruit","Osmanthus, Caviar","Leather, Vanilla, Tonka Bean","An oriental floral fragrance, with a mix of spicy and sweet notes, inspired by the exclusivity and luxury of the CH Privée fashion line.",4.2,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Carolina Herrera,212 Rose,"Mandarin, Bergamot","Rose, Peony","Musk, Sandalwood","A floral fruity fragrance, with a mix of fresh and romantic notes, inspired by the essence of a New York City sunset.",4.1,Moderate to long-lasting,Spring & Fall,Casual (Daytime),$$,Moderate
Women,Carolina Herrera,212 Surf,"Sea Salt, Woody Notes","Lily of the Valley, Jasmine","Musk, Cedar","A floral aquatic fragrance, with a mix of fresh and salty notes, inspired by the freedom and energy of surfing.",4.0,Moderate to long-lasting,Summer,Casual (Daytime),$$,Moderate
Women,Carolina Herrera,CH Men,"Grapefruit, Lavender","Sage, Violet","Vanilla, Leather","A spicy woody fragrance, with a mix of fresh and warm notes, inspired by the masculine elegance of the CH Carolina Herrera fashion line.",4.0,Moderate to long-lasting,All Seasons,Casual (Daytime),$$,Moderate
Women,Caron Paris,M,"Bergamot, Lemon, Lavender","Jasmine, Rose, Carnation","Amber, Musk, Vanilla",M is a floral fragrance with a sweet and powdery scent. It's perfect for those who enjoy classic and elegant fragrances.,4.2,Moderate,Fall & Winter,Formal (Evening),$$$,Moderate
